지점,지점명,일시,SPI6
133,대전,2022-06-27,-1.43
133,대전,2022-06-28,-1.45
133,대전,2022-06-29,-1.33
133,대전,2022-06-30,-1.38
133,대전,2022-07-01,-1.41
133,대전,2022-07-02,-1.45
133,대전,2022-07-03,-1.18
133,대전,2022-07-04,-1.21
133,대전,2022-07-05,-1.23
133,대전,2022-07-06,-1.35
133,대전,2022-07-07,-1.36
133,대전,2022-07-08,-1.4
133,대전,2022-07-09,-1.43
133,대전,2022-07-10,-1.39
133,대전,2022-07-11,-1.35
133,대전,2022-07-12,-1.42
133,대전,2022-07-13,-1.44
133,대전,2022-07-14,-1.48
133,대전,2022-07-15,-1.52
133,대전,2022-07-16,-1.57
133,대전,2022-07-17,-1.61
133,대전,2022-07-18,-1.26
133,대전,2022-07-19,-1.34
133,대전,2022-07-20,-1.35
133,대전,2022-07-21,-1.3
133,대전,2022-07-22,-1.3
133,대전,2022-07-23,-1.36
133,대전,2022-07-24,-1.27
133,대전,2022-07-25,-1.34
133,대전,2022-07-26,-1.36
133,대전,2022-07-27,-1.36
133,대전,2022-07-28,-1.4
133,대전,2022-07-29,-1.44
133,대전,2022-07-30,-1.47
133,대전,2022-07-31,-1.33
133,대전,2022-08-01,-1.33
133,대전,2022-08-02,-1.37
133,대전,2022-08-03,-1.36
133,대전,2022-08-04,-1.34
133,대전,2022-08-05,-1.34
133,대전,2022-08-06,-1.38
133,대전,2022-08-07,-1.42
133,대전,2022-08-08,-1.42
133,대전,2022-08-09,-1.43
133,대전,2022-08-10,-.51
133,대전,2022-08-11,-.27
133,대전,2022-08-12,-.3
133,대전,2022-08-13,-.24
133,대전,2022-08-14,-.24
133,대전,2022-08-15,-.26
133,대전,2022-08-16,-.13
133,대전,2022-08-17,-.12
133,대전,2022-08-18,-.15
133,대전,2022-08-19,-.16
133,대전,2022-08-20,.08
133,대전,2022-08-21,.04
133,대전,2022-08-22,.03
133,대전,2022-08-23,.12
133,대전,2022-08-24,.08
133,대전,2022-08-25,.04
133,대전,2022-08-29,-.06
133,대전,2022-08-30,0
133,대전,2022-08-31,-.01
133,대전,2022-09-01,-.03
133,대전,2022-09-02,-.06
133,대전,2022-09-03,-.08
133,대전,2022-09-04,-.08
133,대전,2022-09-05,.07
133,대전,2022-09-07,.2
133,대전,2022-09-08,.19
133,대전,2022-09-09,.18
133,대전,2022-09-10,.16
133,대전,2022-09-11,.14
133,대전,2022-09-12,.13
133,대전,2022-09-13,.04
133,대전,2022-09-14,.01
133,대전,2022-09-15,0
133,대전,2022-09-16,-.01
133,대전,2022-09-17,-.05
133,대전,2022-09-18,-.06
133,대전,2022-09-19,-.1
133,대전,2022-09-20,-.11
133,대전,2022-09-21,-.13
133,대전,2022-09-22,-.13
133,대전,2022-09-23,-.13
133,대전,2022-09-24,-.15
133,대전,2022-09-25,-.18
133,대전,2022-09-26,-.23
133,대전,2022-09-27,-.24
133,대전,2022-09-28,-.24
133,대전,2022-09-29,-.25
133,대전,2022-09-30,-.25
133,대전,2022-10-01,-.26
133,대전,2022-10-02,-.27
133,대전,2022-10-03,-.17
133,대전,2022-10-04,-.02
133,대전,2022-10-05,-.02
133,대전,2022-10-06,-.02
133,대전,2022-10-07,-.01
133,대전,2022-10-08,-.01
133,대전,2022-10-09,.04
133,대전,2022-10-10,.04
133,대전,2022-10-11,.04
133,대전,2022-10-12,.04
133,대전,2022-10-13,-.04
133,대전,2022-10-14,-.04
133,대전,2022-10-15,-.04
133,대전,2022-10-16,-.03
133,대전,2022-10-17,-.02
133,대전,2022-10-18,-.01
133,대전,2022-10-19,-.01
133,대전,2022-10-20,0
133,대전,2022-10-21,0
133,대전,2022-10-22,0
133,대전,2022-10-23,0
133,대전,2022-10-24,.01
133,대전,2022-10-25,0
133,대전,2022-10-26,-.07
133,대전,2022-10-27,-.07
133,대전,2022-10-28,-.07
133,대전,2022-10-29,-.09
133,대전,2022-10-30,-.08
133,대전,2022-10-31,-.09
133,대전,2022-11-01,-.09
133,대전,2022-11-02,-.08
133,대전,2022-11-03,-.07
133,대전,2022-11-04,-.07
133,대전,2022-11-05,-.07
133,대전,2022-11-06,-.06
133,대전,2022-11-07,-.04
133,대전,2022-11-08,-.05
133,대전,2022-11-09,-.06
133,대전,2022-11-10,-.06
133,대전,2022-11-11,-.05
133,대전,2022-11-12,-.02
133,대전,2022-11-14,0
133,대전,2022-11-15,.01
133,대전,2022-11-16,.02
133,대전,2022-11-17,.02
133,대전,2022-11-18,.03
133,대전,2022-11-19,.03
133,대전,2022-11-20,.04
133,대전,2022-11-21,.04
133,대전,2022-11-22,.05
133,대전,2022-11-23,.05
133,대전,2022-11-24,.05
133,대전,2022-11-25,.07
133,대전,2022-11-26,.05
133,대전,2022-11-27,.05
133,대전,2022-11-28,.16
133,대전,2022-11-29,.18
133,대전,2022-11-30,.18
133,대전,2022-12-01,.19
133,대전,2022-12-02,.2
133,대전,2022-12-03,.2
133,대전,2022-12-04,.19
133,대전,2022-12-05,.18
133,대전,2022-12-06,.17
133,대전,2022-12-07,.18
133,대전,2022-12-08,.19
133,대전,2022-12-09,.2
133,대전,2022-12-10,.23
133,대전,2022-12-11,.23
133,대전,2022-12-12,.24
133,대전,2022-12-13,.26
133,대전,2022-12-14,.25
133,대전,2022-12-15,.12
133,대전,2022-12-16,.13
133,대전,2022-12-17,.16
133,대전,2022-12-18,.18
133,대전,2022-12-19,.2
133,대전,2022-12-20,.24
133,대전,2022-12-21,.27
133,대전,2022-12-22,.28
133,대전,2022-12-23,.2
133,대전,2022-12-24,.2
133,대전,2022-12-25,.26
133,대전,2022-12-26,.29
133,대전,2022-12-27,.31
133,대전,2022-12-28,.33
133,대전,2022-12-29,.29
133,대전,2022-12-30,.31
133,대전,2022-12-31,.3
133,대전,2023-01-01,0
133,대전,2023-01-02,.38
133,대전,2023-01-03,.27
133,대전,2023-01-04,.31
133,대전,2023-01-05,.34
133,대전,2023-01-06,.4
133,대전,2023-01-07,.42
133,대전,2023-01-08,.44
133,대전,2023-01-09,.49
133,대전,2023-01-10,.52
133,대전,2023-01-11,.53
133,대전,2023-01-12,.59
133,대전,2023-01-13,.69
133,대전,2023-01-14,.72
133,대전,2023-01-15,.77
133,대전,2023-01-16,.83
133,대전,2023-01-17,.86
133,대전,2023-01-18,.67
133,대전,2023-01-19,.71
133,대전,2023-01-20,.74
133,대전,2023-01-21,.7
133,대전,2023-01-22,.77
133,대전,2023-01-23,.77
133,대전,2023-01-24,.79
133,대전,2023-01-25,.82
133,대전,2023-01-26,.84
133,대전,2023-01-27,.86
133,대전,2023-01-28,.89
133,대전,2023-01-29,.92
133,대전,2023-01-30,.96
133,대전,2023-01-31,.87
133,대전,2023-02-01,.89
133,대전,2023-02-02,.92
133,대전,2023-02-03,1
133,대전,2023-02-04,1.04
133,대전,2023-02-05,1.05
133,대전,2023-02-06,1.11
133,대전,2023-02-07,1.14
133,대전,2023-02-08,1.17
133,대전,2023-02-09,1.21
133,대전,2023-02-10,.37
133,대전,2023-02-11,.09
133,대전,2023-02-12,.14
133,대전,2023-02-13,.04
133,대전,2023-02-14,.04
133,대전,2023-02-15,.05
133,대전,2023-02-16,-.13
133,대전,2023-02-17,-.14
133,대전,2023-02-18,-.08
133,대전,2023-02-19,-.04
133,대전,2023-02-20,-.56
133,대전,2023-02-21,-.47
133,대전,2023-02-22,-.45
133,대전,2023-02-23,-.62
133,대전,2023-02-24,-.57
133,대전,2023-02-25,-.52
133,대전,2023-02-26,-.47
133,대전,2023-02-27,-.41
133,대전,2023-02-28,-.51
133,대전,2023-03-01,-.47
133,대전,2023-03-02,-.4
133,대전,2023-03-03,-.36
133,대전,2023-03-04,-.36
133,대전,2023-03-05,-.89
133,대전,2023-03-06,-1.37
133,대전,2023-03-07,-1.37
133,대전,2023-03-08,-1.39
133,대전,2023-03-09,-1.38
133,대전,2023-03-10,-1.39
133,대전,2023-03-11,-1.3
133,대전,2023-03-12,-1.07
133,대전,2023-03-13,-1.07
133,대전,2023-03-14,-1.04
133,대전,2023-03-15,-1.06
133,대전,2023-03-16,-1.03
133,대전,2023-03-17,-1
133,대전,2023-03-18,-.97
133,대전,2023-03-19,-.98
133,대전,2023-03-20,-.92
133,대전,2023-03-21,-.88
133,대전,2023-03-22,-.9
133,대전,2023-03-23,-.72
133,대전,2023-03-24,-.67
133,대전,2023-03-25,-.67
133,대전,2023-03-26,-.67
133,대전,2023-03-27,-.65
133,대전,2023-03-28,-.64
133,대전,2023-03-29,-.59
133,대전,2023-03-30,-.57
133,대전,2023-03-31,-.58
133,대전,2023-04-01,-.58
133,대전,2023-04-02,-.58
133,대전,2023-04-03,-1.02
133,대전,2023-04-04,-1.67
133,대전,2023-04-05,-1.34
133,대전,2023-04-06,-1.26
133,대전,2023-04-07,-1.26
133,대전,2023-04-08,-1.23
133,대전,2023-04-09,-1.63
133,대전,2023-04-10,-1.67
133,대전,2023-04-11,-1.6
133,대전,2023-04-12,-1.58
133,대전,2023-04-13,-1.6
133,대전,2023-04-14,-1.59
133,대전,2023-04-15,-1.35
133,대전,2023-04-16,-1.33
133,대전,2023-04-17,-1.37
133,대전,2023-04-18,-1.42
133,대전,2023-04-19,-1.53
133,대전,2023-04-20,-1.56
133,대전,2023-04-21,-1.55
133,대전,2023-04-22,-1.62
133,대전,2023-04-23,-1.62
133,대전,2023-04-24,-1.6
133,대전,2023-04-25,-1.55
133,대전,2023-04-26,-1.58
133,대전,2023-04-27,-1.63
133,대전,2023-04-28,-1.58
133,대전,2023-04-29,-1.46
133,대전,2023-04-30,-1.44
133,대전,2023-05-01,-1.43
133,대전,2023-05-02,-1.4
133,대전,2023-05-03,-1.43
133,대전,2023-05-04,-1.42
133,대전,2023-05-05,-.26
133,대전,2023-05-06,.17
133,대전,2023-05-07,.11
133,대전,2023-05-08,.13
133,대전,2023-05-09,.13
133,대전,2023-05-11,.06
133,대전,2023-05-12,0
133,대전,2023-05-13,-.09
133,대전,2023-05-14,-.13
133,대전,2023-05-15,-.14
133,대전,2023-05-16,-.19
133,대전,2023-05-17,-.19
133,대전,2023-05-18,-.22
133,대전,2023-05-19,-.22
133,대전,2023-05-20,-.24
133,대전,2023-05-21,-.25
133,대전,2023-05-22,-.21
133,대전,2023-05-23,-.2
133,대전,2023-05-24,-.2
133,대전,2023-05-25,-.23
133,대전,2023-05-26,-.25
133,대전,2023-05-27,-.24
133,대전,2023-05-28,-.19
133,대전,2023-05-29,.05
133,대전,2023-05-30,.07
133,대전,2023-05-31,.05
133,대전,2023-06-01,.02
133,대전,2023-06-02,0
133,대전,2023-06-03,-.01
133,대전,2023-06-04,.01
133,대전,2023-06-05,0
133,대전,2023-06-06,-.01
133,대전,2023-06-07,-.05
133,대전,2023-06-08,-.08
133,대전,2023-06-09,-.09
133,대전,2023-06-10,-.16
133,대전,2023-06-11,-.18
133,대전,2023-06-12,-.2
133,대전,2023-06-13,-.26
133,대전,2023-06-14,-.27
133,대전,2023-06-15,-.31
133,대전,2023-06-16,-.34
133,대전,2023-06-17,-.37
133,대전,2023-06-18,-.45
133,대전,2023-06-19,-.5
133,대전,2023-06-20,-.53
133,대전,2023-06-21,-.58
133,대전,2023-06-22,-.61
133,대전,2023-06-23,-.66
133,대전,2023-06-24,-.72
133,대전,2023-06-25,-.75
133,대전,2023-06-26,-.34
133,대전,2023-06-27,-.21
133,대전,2023-06-28,-.2
133,대전,2023-06-29,.09
133,대전,2023-06-30,.08
133,대전,2023-07-01,.01
133,대전,2023-07-02,-.03
133,대전,2023-07-03,-.09
133,대전,2023-07-04,.33
133,대전,2023-07-05,.45
133,대전,2023-07-06,.35
133,대전,2023-07-07,.7
133,대전,2023-07-08,.67
133,대전,2023-07-09,.59
133,대전,2023-07-10,.68
133,대전,2023-07-11,.78
133,대전,2023-07-12,.75
133,대전,2023-07-13,.63
133,대전,2023-07-14,1.49
133,대전,2023-07-15,1.81
133,대전,2023-07-16,1.72
133,대전,2023-07-17,1.76
133,대전,2023-07-18,1.98
133,대전,2023-07-19,1.99
133,대전,2023-07-20,1.95
133,대전,2023-07-21,1.94
133,대전,2023-07-22,1.83
133,대전,2023-07-23,1.85
133,대전,2023-07-24,1.85
133,대전,2023-07-25,1.89
133,대전,2023-07-26,1.86
133,대전,2023-07-27,1.83
133,대전,2023-07-28,1.81
133,대전,2023-07-29,1.79
133,대전,2023-07-30,1.85
133,대전,2023-07-31,1.84
133,대전,2023-08-01,1.8
133,대전,2023-08-02,1.78
133,대전,2023-08-03,1.68
133,대전,2023-08-04,1.59
133,대전,2023-08-05,1.57
133,대전,2023-08-06,1.56
133,대전,2023-08-07,1.53
133,대전,2023-08-08,1.5
133,대전,2023-08-09,1.59
133,대전,2023-08-10,1.92
133,대전,2023-08-11,1.87
133,대전,2023-08-12,1.83
133,대전,2023-08-13,1.82
133,대전,2023-08-14,1.82
133,대전,2023-08-15,1.81
133,대전,2023-08-16,1.77
133,대전,2023-08-17,1.74
133,대전,2023-08-18,1.7
133,대전,2023-08-19,1.67
133,대전,2023-08-20,1.62
133,대전,2023-08-21,1.6
133,대전,2023-08-22,1.61
133,대전,2023-08-23,1.66
133,대전,2023-08-24,1.77
133,대전,2023-08-25,1.76
133,대전,2023-08-26,1.72
133,대전,2023-08-27,1.72
133,대전,2023-08-28,1.71
133,대전,2023-08-29,1.7
133,대전,2023-08-30,1.77
133,대전,2023-08-31,1.72
133,대전,2023-09-01,1.7
133,대전,2023-09-02,1.67
133,대전,2023-09-03,1.64
133,대전,2023-09-04,1.63
133,대전,2023-09-05,1.63
133,대전,2023-09-06,1.62
133,대전,2023-09-07,1.61
133,대전,2023-09-08,1.6
133,대전,2023-09-09,1.6
133,대전,2023-09-10,1.58
133,대전,2023-09-11,1.55
133,대전,2023-09-12,1.5
133,대전,2023-09-13,1.56
133,대전,2023-09-14,1.54
133,대전,2023-09-15,1.5
133,대전,2023-09-16,1.47
133,대전,2023-09-17,1.62
133,대전,2023-09-18,1.6
133,대전,2023-09-19,1.6
133,대전,2023-09-20,1.92
133,대전,2023-09-21,1.91
133,대전,2023-09-22,1.92
133,대전,2023-09-23,1.89
133,대전,2023-09-24,1.91
133,대전,2023-09-25,1.92
133,대전,2023-09-26,1.99
133,대전,2023-09-27,2
133,대전,2023-09-28,2
133,대전,2023-09-29,2
133,대전,2023-09-30,1.98
133,대전,2023-10-01,2.01
133,대전,2023-10-02,2.01
133,대전,2023-10-03,2.01
133,대전,2023-10-04,1.99
133,대전,2023-10-05,1.96
133,대전,2023-10-06,1.95
133,대전,2023-10-07,1.96
133,대전,2023-10-08,1.96
133,대전,2023-10-09,1.98
133,대전,2023-10-10,1.97
133,대전,2023-10-11,1.97
133,대전,2023-10-12,1.97
133,대전,2023-10-13,1.97
133,대전,2023-10-14,1.97
133,대전,2023-10-15,1.94
133,대전,2023-10-16,1.95
133,대전,2023-10-17,1.96
133,대전,2023-10-18,1.95
133,대전,2023-10-19,2
133,대전,2023-10-20,2
133,대전,2023-10-21,2.02
133,대전,2023-10-22,2.02
133,대전,2023-10-24,2.02
133,대전,2023-10-25,2.02
133,대전,2023-10-26,2.03
133,대전,2023-10-27,2.04
133,대전,2023-10-28,2.05
133,대전,2023-10-29,2.01
133,대전,2023-10-30,2.02
133,대전,2023-10-31,2.01
133,대전,2023-11-01,2.01
133,대전,2023-11-02,2.02
133,대전,2023-11-03,2.03
133,대전,2023-11-04,0
133,대전,2023-11-05,1.87
133,대전,2023-11-06,1.8
133,대전,2023-11-07,1.83
133,대전,2023-11-08,1.83
133,대전,2023-11-09,1.86
133,대전,2023-11-10,1.89
133,대전,2023-11-11,1.9
133,대전,2023-11-12,1.91
133,대전,2023-11-13,1.94
133,대전,2023-11-14,1.94
133,대전,2023-11-15,1.94
133,대전,2023-11-16,1.97
133,대전,2023-11-17,1.99
133,대전,2023-11-18,2
133,대전,2023-11-19,1.99
133,대전,2023-11-20,1.99
133,대전,2023-11-21,1.98
133,대전,2023-11-22,1.97
133,대전,2023-11-23,1.98
133,대전,2023-11-24,1.98
133,대전,2023-11-25,2
133,대전,2023-11-26,2.01
133,대전,2023-11-27,2
133,대전,2023-11-28,1.92
133,대전,2023-11-29,1.85
133,대전,2023-11-30,1.84
133,대전,2023-12-01,1.86
133,대전,2023-12-02,1.88
133,대전,2023-12-03,1.88
133,대전,2023-12-04,1.87
133,대전,2023-12-05,1.88
133,대전,2023-12-06,1.89
133,대전,2023-12-07,1.91
133,대전,2023-12-08,1.92
133,대전,2023-12-09,1.92
133,대전,2023-12-10,1.97
133,대전,2023-12-11,2.06
133,대전,2023-12-12,2.06
133,대전,2023-12-13,2.08
133,대전,2023-12-14,2.14
133,대전,2023-12-15,2.25
133,대전,2023-12-16,2.29
133,대전,2023-12-17,2.3
133,대전,2023-12-18,2.27
133,대전,2023-12-19,2.29
133,대전,2023-12-20,2.3
133,대전,2023-12-21,2.31
133,대전,2023-12-22,2.32
133,대전,2023-12-23,2.38
133,대전,2023-12-24,2.4
133,대전,2023-12-25,2.5
133,대전,2023-12-26,2.39
133,대전,2023-12-27,2.39
133,대전,2023-12-28,2.38
133,대전,2023-12-29,2.29
133,대전,2023-12-30,2.28
133,대전,2023-12-31,2.28
143,대구,2015-01-01,.401
143,대구,2015-01-02,.427
143,대구,2015-01-03,.477
143,대구,2015-01-04,.483
143,대구,2015-01-05,.572
143,대구,2015-01-06,.69
143,대구,2015-01-07,.778
143,대구,2015-01-08,.825
143,대구,2015-01-09,.852
143,대구,2015-01-10,.898
143,대구,2015-01-11,.961
143,대구,2015-01-12,.942
143,대구,2015-01-13,.97
143,대구,2015-01-14,.867
143,대구,2015-01-15,.891
143,대구,2015-01-16,.896
143,대구,2015-01-17,.918
143,대구,2015-01-18,.961
143,대구,2015-01-19,1.029
143,대구,2015-01-20,1.05
143,대구,2015-01-21,1.129
143,대구,2015-01-22,1.139
143,대구,2015-01-23,1.143
143,대구,2015-01-24,1.162
143,대구,2015-01-25,1.204
143,대구,2015-01-26,1.231
143,대구,2015-01-27,1.215
143,대구,2015-01-28,1.238
143,대구,2015-01-29,1.13
143,대구,2015-01-30,.955
143,대구,2015-01-31,.972
143,대구,2015-02-01,.969
143,대구,2015-02-02,.98
143,대구,2015-02-03,.869
143,대구,2015-02-04,.887
143,대구,2015-02-05,.921
143,대구,2015-02-06,.86
143,대구,2015-02-07,.894
143,대구,2015-02-08,.918
143,대구,2015-02-09,.998
143,대구,2015-02-10,.88
143,대구,2015-02-11,.933
143,대구,2015-02-12,.987
143,대구,2015-02-13,.868
143,대구,2015-02-14,.316
143,대구,2015-02-15,.27
143,대구,2015-02-16,.312
143,대구,2015-02-17,.02
143,대구,2015-02-18,.045
143,대구,2015-02-19,.161
143,대구,2015-02-20,.202
143,대구,2015-02-21,.008
143,대구,2015-02-22,.025
143,대구,2015-02-23,.044
143,대구,2015-02-24,.064
143,대구,2015-02-25,.087
143,대구,2015-02-26,.125
143,대구,2015-02-27,.161
143,대구,2015-02-28,.191
143,대구,2015-03-01,.192
143,대구,2015-03-02,.285
143,대구,2015-03-03,.349
143,대구,2015-03-04,.372
143,대구,2015-03-05,.39
143,대구,2015-03-06,.417
143,대구,2015-03-07,.452
143,대구,2015-03-08,.537
143,대구,2015-03-09,.566
143,대구,2015-03-10,.657
143,대구,2015-03-11,.727
143,대구,2015-03-12,.764
143,대구,2015-03-13,.817
143,대구,2015-03-14,.858
143,대구,2015-03-15,.949
143,대구,2015-03-16,.983
143,대구,2015-03-17,1.011
143,대구,2015-03-18,1.365
143,대구,2015-03-19,1.509
143,대구,2015-03-20,1.57
143,대구,2015-03-21,1.616
143,대구,2015-03-22,1.615
143,대구,2015-03-23,.624
143,대구,2015-03-24,.596
143,대구,2015-03-25,.582
143,대구,2015-03-26,.605
143,대구,2015-03-27,.599
143,대구,2015-03-28,.586
143,대구,2015-03-29,.681
143,대구,2015-03-30,.728
143,대구,2015-03-31,.764
143,대구,2015-04-01,.73
143,대구,2015-04-02,.724
143,대구,2015-04-03,.731
143,대구,2015-04-04,.974
143,대구,2015-04-05,1.038
143,대구,2015-04-06,1.06
143,대구,2015-04-07,1.005
143,대구,2015-04-08,1.027
143,대구,2015-04-09,1.024
143,대구,2015-04-10,1.024
143,대구,2015-04-11,.775
143,대구,2015-04-12,.728
143,대구,2015-04-13,.864
143,대구,2015-04-14,.942
143,대구,2015-04-15,.929
143,대구,2015-04-16,.91
143,대구,2015-04-17,.861
143,대구,2015-04-18,.752
143,대구,2015-04-19,.519
143,대구,2015-04-20,.577
143,대구,2015-04-21,.526
143,대구,2015-04-22,.507
143,대구,2015-04-23,.462
143,대구,2015-04-24,.428
143,대구,2015-04-25,.425
143,대구,2015-04-26,.416
143,대구,2015-04-27,.397
143,대구,2015-04-28,.359
143,대구,2015-04-29,.214
143,대구,2015-04-30,.158
143,대구,2015-05-01,.115
143,대구,2015-05-02,.075
143,대구,2015-05-03,.185
143,대구,2015-05-04,.177
143,대구,2015-05-05,.161
143,대구,2015-05-06,.151
143,대구,2015-05-07,.11
143,대구,2015-05-08,.096
143,대구,2015-05-09,.079
143,대구,2015-05-10,.026
143,대구,2015-05-11,.117
143,대구,2015-05-12,.203
143,대구,2015-05-13,.125
143,대구,2015-05-14,.108
143,대구,2015-05-15,.103
143,대구,2015-05-16,.117
143,대구,2015-05-17,.134
143,대구,2015-05-18,.172
143,대구,2015-05-19,.102
143,대구,2015-05-20,.059
143,대구,2015-05-21,.065
143,대구,2015-05-22,.044
143,대구,2015-05-23,-.362
143,대구,2015-05-24,-.39
143,대구,2015-05-25,-.403
143,대구,2015-05-26,-.402
143,대구,2015-05-27,-.408
143,대구,2015-05-28,-.445
143,대구,2015-05-29,-.601
143,대구,2015-05-30,-.557
143,대구,2015-05-31,-.545
143,대구,2015-06-01,-.567
143,대구,2015-06-02,-.592
143,대구,2015-06-03,-.627
143,대구,2015-06-04,-.647
143,대구,2015-06-05,-.624
143,대구,2015-06-06,-.643
143,대구,2015-06-07,-.711
143,대구,2015-06-08,-.734
143,대구,2015-06-09,-.741
143,대구,2015-06-10,-.848
143,대구,2015-06-11,-.869
143,대구,2015-06-12,-.887
143,대구,2015-06-13,-.898
143,대구,2015-06-14,-.96
143,대구,2015-06-15,-.964
143,대구,2015-06-16,-.975
143,대구,2015-06-17,-1.013
143,대구,2015-06-18,-1.109
143,대구,2015-06-19,-1.135
143,대구,2015-06-20,-.952
143,대구,2015-06-21,-.967
143,대구,2015-06-22,-1.093
143,대구,2015-06-23,-1.145
143,대구,2015-06-24,-1.189
143,대구,2015-06-25,-1.099
143,대구,2015-06-26,-.973
143,대구,2015-06-27,-1.041
143,대구,2015-06-28,-1.11
143,대구,2015-06-29,-1.196
143,대구,2015-06-30,-1.087
143,대구,2015-07-01,-1.185
143,대구,2015-07-02,-1.21
143,대구,2015-07-03,-1.222
143,대구,2015-07-04,-1.283
143,대구,2015-07-05,-1.393
143,대구,2015-07-06,-1.416
143,대구,2015-07-07,-1.298
143,대구,2015-07-08,-1.12
143,대구,2015-07-09,-.447
143,대구,2015-07-10,-.449
143,대구,2015-07-11,-.543
143,대구,2015-07-12,-.327
143,대구,2015-07-13,-.361
143,대구,2015-07-14,-.416
143,대구,2015-07-15,-.519
143,대구,2015-07-16,-.558
143,대구,2015-07-17,-.614
143,대구,2015-07-18,-.609
143,대구,2015-07-19,-.627
143,대구,2015-07-20,-.69
143,대구,2015-07-21,-.738
143,대구,2015-07-22,-.763
143,대구,2015-07-23,-.826
143,대구,2015-07-24,-.87
143,대구,2015-07-25,-.918
143,대구,2015-07-26,-.951
143,대구,2015-07-27,-.969
143,대구,2015-07-28,-.999
143,대구,2015-07-29,-1.021
143,대구,2015-07-30,-1.054
143,대구,2015-07-31,-1.07
143,대구,2015-08-01,-1.091
143,대구,2015-08-02,-1.025
143,대구,2015-08-03,-1.094
143,대구,2015-08-04,-1.121
143,대구,2015-08-05,-1.126
143,대구,2015-08-06,-1.172
143,대구,2015-08-07,-.804
143,대구,2015-08-08,-.864
143,대구,2015-08-09,-.882
143,대구,2015-08-10,-.898
143,대구,2015-08-11,-.89
143,대구,2015-08-12,-.697
143,대구,2015-08-13,-.406
143,대구,2015-08-14,-.468
143,대구,2015-08-15,-.58
143,대구,2015-08-16,-.577
143,대구,2015-08-17,-.603
143,대구,2015-08-18,-.65
143,대구,2015-08-19,-.658
143,대구,2015-08-20,-.665
143,대구,2015-08-21,-.516
143,대구,2015-08-22,-.558
143,대구,2015-08-23,-.62
143,대구,2015-08-24,-.618
143,대구,2015-08-25,-.386
143,대구,2015-08-26,-.441
143,대구,2015-08-27,-.463
143,대구,2015-08-28,-.51
143,대구,2015-08-29,-.531
143,대구,2015-08-30,-.618
143,대구,2015-08-31,-.625
143,대구,2015-09-01,-.5
143,대구,2015-09-02,-.399
143,대구,2015-09-03,-.458
143,대구,2015-09-04,-.469
143,대구,2015-09-05,-.473
143,대구,2015-09-06,-.485
143,대구,2015-09-07,-.499
143,대구,2015-09-08,-.514
143,대구,2015-09-09,-.542
143,대구,2015-09-10,-.549
143,대구,2015-09-11,-.558
143,대구,2015-09-12,-.524
143,대구,2015-09-13,-.547
143,대구,2015-09-14,-.793
143,대구,2015-09-15,-.806
143,대구,2015-09-16,-.841
143,대구,2015-09-17,-.799
143,대구,2015-09-18,-.792
143,대구,2015-09-19,-.775
143,대구,2015-09-20,-.792
143,대구,2015-09-21,-.809
143,대구,2015-09-22,-.802
143,대구,2015-09-23,-.783
143,대구,2015-09-24,-.81
143,대구,2015-09-25,-.805
143,대구,2015-09-26,-.792
143,대구,2015-09-27,-.802
143,대구,2015-09-28,-.806
143,대구,2015-09-29,-.812
143,대구,2015-09-30,-.823
143,대구,2015-10-01,-.798
143,대구,2015-10-02,-.827
143,대구,2015-10-03,-.825
143,대구,2015-10-04,-.821
143,대구,2015-10-05,-.823
143,대구,2015-10-06,-.806
143,대구,2015-10-07,-.801
143,대구,2015-10-08,-.813
143,대구,2015-10-09,-.802
143,대구,2015-10-10,-.858
143,대구,2015-10-11,-.891
143,대구,2015-10-12,-.893
143,대구,2015-10-13,-.887
143,대구,2015-10-14,-.872
143,대구,2015-10-15,-.89
143,대구,2015-10-16,-.919
143,대구,2015-10-17,-.99
143,대구,2015-10-18,-.976
143,대구,2015-10-19,-.964
143,대구,2015-10-20,-.97
143,대구,2015-10-21,-.954
143,대구,2015-10-22,-.959
143,대구,2015-10-23,-.959
143,대구,2015-10-24,-.943
143,대구,2015-10-25,-.935
143,대구,2015-10-26,-.963
143,대구,2015-10-27,-.9
143,대구,2015-10-28,-.896
143,대구,2015-10-29,-.891
143,대구,2015-10-30,-.947
143,대구,2015-10-31,-.946
143,대구,2015-11-01,-.954
143,대구,2015-11-02,-.952
143,대구,2015-11-03,-.92
143,대구,2015-11-04,-.919
143,대구,2015-11-05,-.916
143,대구,2015-11-06,-.899
143,대구,2015-11-07,-.836
143,대구,2015-11-08,-.833
143,대구,2015-11-09,-.817
143,대구,2015-11-10,-.806
143,대구,2015-11-11,-.805
143,대구,2015-11-12,-.797
143,대구,2015-11-13,-.716
143,대구,2015-11-14,-.727
143,대구,2015-11-15,-.722
143,대구,2015-11-16,-.685
143,대구,2015-11-17,-.674
143,대구,2015-11-18,-.643
143,대구,2015-11-19,-.644
143,대구,2015-11-20,-.638
143,대구,2015-11-21,-.636
143,대구,2015-11-22,-.634
143,대구,2015-11-23,-.63
143,대구,2015-11-24,-.62
143,대구,2015-11-25,-.618
143,대구,2015-11-26,-.636
143,대구,2015-11-27,-.637
143,대구,2015-11-28,-.629
143,대구,2015-11-29,-.623
143,대구,2015-11-30,-.612
143,대구,2015-12-01,-.598
143,대구,2015-12-02,-.606
143,대구,2015-12-03,-.601
143,대구,2015-12-04,-.586
143,대구,2015-12-05,-.563
